Distrito Federal,Distrito Local,Municipio,Sección,Tipo Sección,Padrón Electoral,Listado Nominal,Casilla,Tipo Casilla,"Casilla
con urna electrónic",Domicilio,Localidad y Manzana,Ubicación,Referencia,Tipo Domicilio,postal_code,Distrito Federal_,Distrito Local_,Municipio_
MATEHUALA,MATEHUALA,MATEHUALA,520,URBANA,453,451,URBANA,C1,NO,"CALLE TERÁN NÚMERO 102, ZONA CENTRO, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0026,ESCUELA PRIMARIA OFICIAL G B LASSO DE LA VEGA,ENTRE LAS CALLES ESCOBEDO Y JUÁREZ,ESCUELA,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,520,URBANA,0,0,URBANA,S1,NO,"MUTUALISMO NÚMERO 720, ZONA CENTRO, MATEHUALA, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0057,PORTALES DEL RESTAURANTE LA PLAYA,"ESQUINA CALLE CELSO N RAMOS, FRENTE A LA PLAZA DE ARMAS",PARTICUL AR,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,521,URBANA,607,606,URBANA,B1,NO,"CALLE ABASOLO SIN NÚMERO, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0050,ESCUELA PRIMARIA NIÑOS HÉROES,ESQUINA CALLE CARLOS VIVANCO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,521,URBANA,606,605,URBANA,C1,NO,"CALLE ABASOLO SIN NÚMERO, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0050,ESCUELA PRIMARIA NIÑOS HÉROES,ESQUINA CALLE CARLOS VIVANCO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,521,URBANA,606,605,URBANA,C2,NO,"CALLE ABASOLO SIN NÚMERO, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0050,ESCUELA PRIMARIA NIÑOS HÉROES,ESQUINA CALLE CARLOS VIVANCO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,521,URBANA,606,605,URBANA,C3,NO,"CALLE ABASOLO SIN NÚMERO, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0050,ESCUELA PRIMARIA NIÑOS HÉROES,ESQUINA CALLE CARLOS VIVANCO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,522,URBANA,501,499,URBANA,B1,NO,"CALLE RAFAEL YRIZAR NÚMERO 1208, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0035,DOMICILIO PARTICULAR,ENTRE LAS CALLES ALDAMA Y BRAVO,PARTICUL AR,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,522,URBANA,500,498,URBANA,C1,NO,"CALLE RAFAEL YRIZAR NÚMERO 1208, COLONIA RIVAS GUILLÉN, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0035,DOMICILIO PARTICULAR,ENTRE LAS CALLES ALDAMA Y BRAVO,PARTICUL AR,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,523,URBANA,475,474,URBANA,B1,NO,"CALLE REFORMA NÚMERO 1407, ZONA CENTRO, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0016,DOMICILIO PARTICULAR,ENTRE LAS CALLES DAMIÁN CARMONA Y RÉGULES,PARTICUL AR,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,523,URBANA,475,474,URBANA,C1,NO,"CALLE REGULES NÚMERO 411, COLONIA CENTRO, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0016,DOMICILIO PARTICULAR,ENTRE LAS CALLES LIBERTAD Y REFORMA,PARTICUL AR,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,524,URBANA,562,561,URBANA,B1,NO,"CALLE ESCOBEDO NÚMERO 1208 SUR, ZONA CENTRO, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0002,ESCUELA PRIMARIA URBANA JUAN VILLERÍAS,ENTRE LAS CALLES ALDAMA Y BRAVO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,524,URBANA,561,560,URBANA,C1,NO,"CALLE ESCOBEDO NÚMERO 1208 SUR, ZONA CENTRO, CÓDIGO POSTAL 78780, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0002,ESCUELA PRIMARIA URBANA JUAN VILLERÍAS,ENTRE LAS CALLES ALDAMA Y BRAVO,ESCUELA,78780,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,525,URBANA,504,503,URBANA,B1,NO,"BOULEVARD HÉROES POTOSINOS NÚMERO 1601, COLONIA ALTAMIRA, CÓDIGO POSTAL 78797, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0048,SISTEMA MUNICIPAL DESARROLLO INTEGRAL DE LA FAMILIA,"FRENTE A LAS OFICINAS DE LOS JUZGADOS I Y II, A UN COSTADO DE LA COLONIA FOVISSSTE",OFICINA PÚBLICA,78797,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,525,URBANA,504,502,URBANA,C1,NO,"BOULEVARD HÉROES POTOSINOS NÚMERO 1601, COLONIA ALTAMIRA, CÓDIGO POSTAL 78797, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0048,SISTEMA MUNICIPAL DESARROLLO INTEGRAL DE LA FAMILIA,"FRENTE A LAS OFICINAS DE LOS JUZGADOS I Y II, A UN COSTADO DE LA COLONIA FOVISSSTE",OFICINA PÚBLICA,78797,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,525,URBANA,504,502,URBANA,C2,NO,"BOULEVARD HÉROES POTOSINOS NÚMERO 1601, COLONIA ALTAMIRA, CÓDIGO POSTAL 78797, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0048,SISTEMA MUNICIPAL DESARROLLO INTEGRAL DE LA FAMILIA,"FRENTE A LAS OFICINAS DE LOS JUZGADOS I Y II, A UN COSTADO DE LA COLONIA FOVISSSTE",OFICINA PÚBLICA,78797,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,525,URBANA,0,0,URBANA,S1,NO,"BOULEVARD HÉROES POTOSINOS SIN NÚMERO, COLONIA ALTAMIRA, MATEHUALA, CÓDIGO POSTAL 78797, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0020,CENTRAL DE AUTOBUSES,FRENTE AL ARCO SUR,PARTICUL AR,78797,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,526,URBANA,649,648,URBANA,B1,NO,"CALLE INDEPENDENCIA NÚMERO 801, COLONIA OLIVAR DE LAS ÁNIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0016,JARDÍN DE NIÑOS MELCHOR OCAMPO,ENTRE LAS CALLES NOGALES Y OLIVOS,ESCUELA,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,526,URBANA,649,648,URBANA,C1,NO,"CALLE INDEPENDENCIA NÚMERO 801, COLONIA OLIVAR DE LAS ÁNIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0016,JARDÍN DE NIÑOS MELCHOR OCAMPO,ENTRE LAS CALLES NOGALES Y OLIVOS,ESCUELA,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,526,URBANA,648,647,URBANA,C2,NO,"CALLE INDEPENDENCIA NÚMERO 801, COLONIA OLIVAR DE LAS ÁNIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0016,JARDÍN DE NIÑOS MELCHOR OCAMPO,ENTRE LAS CALLES NOGALES Y OLIVOS,ESCUELA,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,527,NO URBANA,626,624,NO URBANA,B1,NO,"CALLE OLIVOS NÚMERO 514, COLONIA OLIVAR DE LAS ÁNIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0028,DOMICILIO PARTICULAR,ENTRE LAS CALLES INDEPENDENCIA Y SABINOS,PARTICUL AR,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,527,NO URBANA,626,624,NO URBANA,C1,NO,"CALLE OLIVOS NÚMERO 413, COLONIA OLIVAR DE LAS ANIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0029,DOMICILIO PARTICULAR,ENTRE LAS CALLES SABINOS E INDEPENDENCIA,PARTICUL AR,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,527,NO URBANA,625,624,NO URBANA,C2,NO,"CALLE REFORMA SIN NÚMERO, COLONIA OLIVAR DE LAS
ANIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0168,CANCHA DE BASQUETBOL TECHADA,ENTRE LAS CALLES SACRAMENTO Y LA MAROMA,LUGAR PÚBLICO,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,527,NO URBANA,625,623,NO URBANA,C3,NO,"CALLE REFORMA SIN NÚMERO, COLONIA OLIVAR DE LAS ANIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0168,CANCHA DE BASQUETBOL TECHADA,ENTRE LAS CALLES SACRAMENTO Y LA MAROMA,LUGAR PÚBLICO,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,527,NO URBANA,625,623,NO URBANA,C4,NO,"CALLE REFORMA SIN NÚMERO, COLONIA OLIVAR DE LAS ANIMAS, CÓDIGO POSTAL 78790, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0168,CANCHA DE BASQUETBOL TECHADA,ENTRE LAS CALLES SACRAMENTO Y LA MAROMA,LUGAR PÚBLICO,78790,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,528,NO URBANA,328,325,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, LOS POCITOS, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",70) LOS POCITOS 0075,ESCUELA PRIMARIA RURAL PLAN DE SAN LUIS,A UN COSTADO DEL CENTRO DE SALUD,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,529,NO URBANA,422,422,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, LA CAJA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",9) LA CAJA 0012,ESCUELA PRIMARIA RURAL GENERAL MARIANO ARISTA,FRENTE A DICONSA Y A UN COSTADO DE CLÍNICA PREVENIMSS,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,530,NO URBANA,272,271,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, EL VAQUERO, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",137) EL VAQUERO,ESCUELA TELESECUNDARIA EMILIANO ZAPATA,"A UN COSTADO DE LA TIENDA COMUNITARIA, A 50 METROS DE LA PILA DEL AGUA",ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,531,NO URBANA,646,646,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, CARBONERA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",14) CARBONERA 0003,ESCUELA PRIMARIA RURAL IGNACIO ZARAGOZA,A UN COSTADO DE LA IGLESIA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,531,NO URBANA,646,645,NO URBANA,C1,NO,"DOMICILIO CONOCIDO, CARBONERA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",14) CARBONERA 0003,ESCUELA PRIMARIA RURAL IGNACIO ZARAGOZA,A UN COSTADO DE LA IGLESIA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,532,NO URBANA,469,469,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN JOSÉ DE LAS TROJES, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",107) SAN JOSE DE LAS TROJES 0032,ESCUELA PRIMARIA RURAL 6 DE ENERO DE 1915,FRENTE A LA CANCHA DEPORTIVA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,532,NO URBANA,469,468,NO URBANA,C1,NO,"DOMICILIO CONOCIDO, SAN JOSÉ DE LAS TROJES, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",107) SAN JOSE DE LAS TROJES 0032,ESCUELA PRIMARIA RURAL 6 DE ENERO DE 1915,FRENTE A LA CANCHA DEPORTIVA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,533,NO URBANA,525,523,NO URBANA,B1,NO,"PROLONGACIÓN HIDALGO SIN NÚMERO, OJO DE AGUA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",61) OJO DE AGUA 0073,ESCUELA PRIMARIA RURAL PÍPILA,FRENTE AL SÚPER CHAREY,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,533,NO URBANA,524,523,NO URBANA,C1,NO,"PROLONGACIÓN HIDALGO SIN NÚMERO, OJO DE AGUA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",61) OJO DE AGUA 0073,ESCUELA PRIMARIA RURAL PÍPILA,FRENTE AL SÚPER CHAREY,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,534,NO URBANA,315,315,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, ESTANQUE BLANCO, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",29) ESTANQUE BLANCO,ESCUELA PRIMARIA RURAL PENSADOR MEXICANO,"A 50 METROS DE LA CARRETERA A DOCTOR ARROYO, PASANDO EL JARDÍN DE NIÑOS",ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,536,URBANA,636,636,URBANA,B1,NO,"CALLE NUEVO LAREDO NÚMERO 1601, COLONIA REPÚBLICA, CÓDIGO POSTAL 78740, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0001,ESCUELA PRIMARIA ROSARIO CASTELLANOS,ENTRE LAS CALLES SONORA Y CIUDAD JUÁREZ,ESCUELA,78740,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,536,URBANA,636,636,URBANA,C1,NO,"CALLE NUEVO LAREDO NÚMERO 1601, COLONIA REPÚBLICA, CÓDIGO POSTAL 78740, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0001,ESCUELA PRIMARIA ROSARIO CASTELLANOS,ENTRE LAS CALLES SONORA Y CIUDAD JUÁREZ,ESCUELA,78740,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,536,URBANA,635,635,URBANA,C2,NO,"CALLE NUEVO LAREDO NÚMERO 1601, COLONIA REPÚBLICA, CÓDIGO POSTAL 78740, MATEHUALA, SAN LUIS POTOSÍ",1) MATEHUALA 0001,ESCUELA PRIMARIA ROSARIO CASTELLANOS,ENTRE LAS CALLES SONORA Y CIUDAD JUÁREZ,ESCUELA,78740,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,537,NO URBANA,122,122,NO URBANA,B1,NO,"CALLE VENUSTIANO CARRANZA SIN NÚMERO, SAN JOSÉ DE LA PEÑA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",105) SAN JOSE DE LA PEÑA 0004,ESCUELA PRIMARIA MIGUEL LERDO DE TEJADA,AL LADO SUR DEL CENTRO DE ESPECTÁCULOS EL RINCÓN DEL VIEJO,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,538,NO URBANA,168,168,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, CERRITO BLANCO, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",16) CERRITO BLANCO 0024,ESCUELA PRIMARIA RURAL EMILIANO ZAPATA,"ATRÁS DEL CENTRO RECREATIVO, A UN LADO DEL SALÓN EJIDAL",ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,539,NO URBANA,397,396,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN ANTONIO DE ZARAGOZA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",143) SAN ANTONIO DE ZARAGOZA,ESCUELA PRIMARIA RURAL FLORES MAGÓN,FRENTE A LA TIENDA DE ABARROTES ESQUEDA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,539,NO URBANA,633,630,NO URBANA,E1,NO,"CALLE COBRE NÚMERO 127, FRACCIONAMIENTO EL MINERAL, MATEHUALA, CÓDIGO POSTAL 78720, MATEHUALA, SAN LUIS POTOSÍ.",1) MATEHUALA 0011,DOMICILIO PARTICULAR,ENTRE LAS CALLES PLATA Y ZINC,PARTICUL AR,78720,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,540,NO URBANA,571,571,NO URBANA,B1,NO,"CALLE VICTORIA SIN NÚMERO, SACRAMENTO, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",90) SACRAMENTO 0024,ESCUELA PRIMARIA FELIPE CARRILLO PUERTO,AL LADO OESTE DE LA CASETA TELEFÓNICA Y A 50 METROS DE LA TOMA DE AGUA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,541,NO URBANA,448,447,NO URBANA,B1,NO,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, SANTA ANA, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",121) SANTA ANA 0007,ESCUELA PRIMARIA RURAL REVOLUCIÓN MEXICANA,"A ESPALDAS DEL RESTAURANT LOS
COMPADRES, ENTRANDO POR LA BLOQUERA",ESCUELA,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,541,NO URBANA,447,446,NO URBANA,C1,NO,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, SANTA ANA, CÓDIGO POSTAL 78700, MATEHUALA, SAN LUIS POTOSÍ",121) SANTA ANA 0007,ESCUELA PRIMARIA RURAL REVOLUCIÓN MEXICANA,"A ESPALDAS DEL RESTAURANT LOS COMPADRES, ENTRANDO POR LA BLOQUERA",ESCUELA,78700,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,542,NO URBANA,221,221,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, MARAVILLAS, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",48) MARAVILLAS 0002,ESCUELA PRIMARIA IGNACIO ALLENDE,FRENTE AL JARDÍN DE NIÑOS ANDRÉS QUINTANA ROO,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,543,NO URBANA,191,191,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, BUENAVISTA, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",8) BUENAVISTA 0008,ESCUELA PRIMARIA RURAL BENITO JUÁREZ,AL ORIENTE DEL ESTANQUE,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,544,NO URBANA,492,492,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, EL HERRERO, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",38) EL HERRERO 0014,ESCUELA PRIMARIA RURAL JULIÁN CARRILLO,"AL NORTE DEL ALJIBE, AL ESTE DE LA IGLESIA Y 50 METROS AL SUR DEL
JARDÍN DE NIÑOS",ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,545,NO URBANA,736,735,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, TANQUE COLORADO,CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",132) TANQUE COLORADO 0041,ESCUELA TELESECUNDARIA FRANCISCO GONZÁLEZ BOCANEGRA,AL ORIENTE DEL JARDÍN CENTRO,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,545,NO URBANA,222,222,NO URBANA,E1,NO,"DOMICILIO CONOCIDO, LA JOYA, CÓDIGO POSTAL 78811, MATEHUALA, SAN LUIS POTOSÍ.",43) LA JOYA 0017,ESCUELA PRIMARIA RURAL BENITO JUÁREZ,"A UN COSTADO DE LA IGLESIA, A 150 METROS AL LADO SUR DEL ESTANQUE",ESCUELA,78811,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,546,NO URBANA,335,335,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, PIEDRA BLANCA, CÓDIGO POSTAL 78814, MATEHUALA, SAN LUIS POTOSÍ",69) PIEDRA BLANCA 0001,ESCUELA PRIMARIA RURAL INDEPENDENCIA NACIONAL,SE UBICA AL TERMINAR EL ACCESO PRINCIPAL DE PAVIMENTO,ESCUELA,78814,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,547,NO URBANA,435,434,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, ENCARNACIÓN DE ABAJO, CÓDIGO POSTAL 78810, MATEHUALA, SAN LUIS POTOSÍ",26) ENCARNACION DE ABAJO 0006,ESCUELA PRIMARIA RURAL EMILIO CARRANZA,"AL TERMINAR EL ACCESO PRINCIPAL, FRENTE A LA IGLESIA",ESCUELA,78810,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,548,NO URBANA,308,308,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, EL MEZQUITE, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",52) EL MEZQUITE 0028,ESCUELA PRIMARIA RURAL REVOLUCIÓN,AL FINAL DE LA CALLE PRINCIPAL,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,549,NO URBANA,572,571,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, PASTORIZA, CÓDIGO POSTAL 78819, MATEHUALA, SAN LUIS POTOSÍ",67) PASTORIZA 0010,ESCUELA PRIMARIA ANTONIO TORRES,"JUNTO AL JARDÍN DE NIÑOS, PLAZA PRINCIPAL",ESCUELA,78819,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,550,NO URBANA,409,408,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, CONCEPCIÓN, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",20) CONCEPCION 0015,ESCUELA PRIMARIA RURAL FRANCISCO SARABIA,A UN COSTADO DE LA IGLESIA,ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,551,NO URBANA,212,212,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN JOSÉ DEL PLAN, CÓDIGO POSTAL 78822, MATEHUALA, SAN LUIS POTOSÍ",108) SAN JOSE DEL PLAN 0025,ESCUELA PRIMARIA RURAL SIMÓN BOLÍVAR,"FRENTE A LA IGLESIA, ENTRE EL SALÓN DE USOS MÚLTIPLES Y LA CLÍNICA",ESCUELA,78822,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,552,NO URBANA,737,735,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, EL CARMEN, CÓDIGO POSTAL 78827, MATEHUALA, SAN LUIS POTOSÍ",15) EL CARMEN 0020,ESCUELA PRIMARIA VICENTE GUERRERO,JUNTO AL CENTRO DE SALUD,ESCUELA,78827,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,553,NO URBANA,572,571,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN ANTONIO DE LAS BARRANCAS, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",94) SAN ANTONIO DE LAS BARRANCAS 0013,ESCUELA PRIMARIA RURAL FEDERAL HÉROES POTOSINOS,"A UNA CUADRA DEL ESTANQUE, HACIA EL NORTE",ESCUELA,78800,1,1,20
MATEHUALA,MATEHUALA,MATEHUALA,554,NO URBANA,444,444,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SANTA CRUZ, CÓDIGO POSTAL 78800, MATEHUALA, SAN LUIS POTOSÍ",124) SANTA CRUZ 0043,ESCUELA PRIMARIA OBRA DE LA REVOLUCIÓN,"A UN COSTADO DEL JARDÍN DE NIÑOS, FRENTE AL CAMPO DE BÉISBOL",ESCUELA,78800,1,1,20
MATEHUALA,SALINAS DE HIDALGO,MEXQUITIC DE CARMONA,555,NO URBANA,681,679,NO URBANA,B1,NO,"CALLE MIGUEL HIDALGO NÚMERO 217, CÓDIGO POSTAL 78480, MEXQUITIC DE CARMONA, SAN LUIS POTOSÍ",1) MEXQUITIC DE CARMONA 0020,COLEGIO DE BACHILLERES NÚMERO 18,"ENTRE LAS CALLES DAMIÁN CARMONA Y PATRICIO JIMÉNEZ, A UNA CUADRA DE LA IGLESIA",ESCUELA,78480,1,4,21
MATEHUALA,SALINAS DE HIDALGO,MEXQUITIC DE CARMONA,555,NO URBANA,680,679,NO URBANA,C1,NO,"CALLE MIGUEL HIDALGO NÚMERO 217, CÓDIGO POSTAL 78480, MEXQUITIC DE CARMONA, SAN LUIS POTOSÍ",1) MEXQUITIC DE CARMONA 0020,COLEGIO DE BACHILLERES NÚMERO 18,"ENTRE LAS CALLES DAMIÁN CARMONA Y PATRICIO JIMÉNEZ, A UNA CUADRA DE LA IGLESIA",ESCUELA,78480,1,4,21
MATEHUALA,SALINAS DE HIDALGO,"MEXQUITIC DE
CARMONA",555,"NO
URBANA",432,431,"NO
URBANA",E1,NO,"DOMICILIO CONOCIDO, MILPILLAS, CÓDIGO POSTAL
78480, MEXQUITIC DE CARMONA, SAN LUIS POTOSÍ.",61) MILPILLAS 0013,"ESCUELA RURAL FEDERAL LÁZARO
CÁRDENAS","FRENTE A LA CONASUPO, A UNA
CUADRA DEL JARDÍN DE NIÑOS",ESCUELA,78480,1,4,21
MATEHUALA,SALINAS DE HIDALGO,MEXQUITIC DE CARMONA,556,NO URBANA,677,676,NO URBANA,B1,NO,"DOMICILIO CONOCIDO, SAN FRANCISCO, CÓDIGO POSTAL 78460, MEXQUITIC DE CARMONA, SAN LUIS POTOSÍ",99) SAN FRANCISCO 0010,ESCUELA PRIMARIA PROGRESO,A UN LADO DEL JARDÍN DE NIÑOS,ESCUELA,78460,1,4,21
MATEHUALA,SALINAS DE HIDALGO,MEXQUITIC DE CARMONA,556,NO URBANA,677,676,NO URBANA,C1,NO,"DOMICILIO CONOCIDO, SAN FRANCISCO, CÓDIGO POSTAL 78460, MEXQUITIC DE CARMONA, SAN LUIS POTOSÍ",99) SAN FRANCISCO 0010,ESCUELA PRIMARIA PROGRESO,A UN LADO DEL JARDÍN DE NIÑOS,ESCUELA,78460,1,4,21
